Intent,Sentence
1,"And to be an even bigger pain.....since my schedule's a disaster with school coming to a close, could you stick the check in the mail?"
1,And will you call me?
1,"Andrea, would it be possible to update our list to show the current progress on the ""30 days"" items?"
1,Any help you can give Kevin would be much appreciated.
1,Any help you can give me in setting up training w/ someone that will be able to answer our questions is greatly appreciated.
1,"Anyway, just wanted to check to make sure you got a copy - Let me know if you need any help."
1,Are folks available for a call tomorrow at 9 AM to begin preparing for the meeting with Sempra next week?
1,Are you available for a conference call with David Hunt and me tomorrow?
1,Are you available to speak with me for a few minutes sometime this week?
1,Ask Joseph to reserve the large conference room.
1,"At your leisure and prior to the November OCD meeting, prepare a memo to file of the resaons and justification based upon the report results and data why Eunice is not the bad guy in this and why Texaco is."
1,Backups are for your eyes only - you choose if you want to share them.
1,"Ben wants to know if you, Marissa and Carolyn are available for lunch tomorrow at 1130."
1,"Bill, can you set up a meeting to discuss credit issues."
1,Bob - Please check with Vance on this deal.
1,Both of you should feel free to call me at home over the weekend to 20 discuss things further.
1,"Brett, can you give me the particulars on the four MEH turbines (ie) scheduled delivery, price, fuel options, heat rate, output,etc - including transferablility to NA."
1,"But for today, I'd like you to keep an open mind."
1,"But, if anything should happen, you could leave me a voicemail at home and I will check it once every hour after 1:00 PM on Friday."
1,CPage: Would you please forward this directly to Pat?
1,"Call me on my cell, or page me after you meeting this afternoon and let's discuss."
1,Call me so that we can discuss.
1,Can I get the daily Data going back to Apr 98?
1,Can I get you more resources to cover the market more aggresively?
1,Can I please extend the 45 million var and the contracts in the power book until the Board meeting on October 11th.
1,Can anyone tell me what it means?
1,Can both of you forward the telluride pictures to me so I can get them developed?
1,Can set up a conference call with me and Remi Cologne in Brazil this week.
1,Can we discuss this - I can be reached at the numbers below?
1,Can we invite them to the dinner on the 18th and to the meetings on Friday?
1,Can we meet to talk about it on Monday?
1,Can we move that meeting up to 11:00 am?
1,Can we schedule a conference call with the HR folks at Celgar?
1,Can we try to set up a quick call to discuss?
1,Can you afford NOT to have health coverage?
1,Can you afford to go without health insurance until the next Obamacare open enrollment period in November?
1,Can you come and see me when you get in.
1,Can you e:mail a copy to Tom Hopwood?
1,Can you forward me exact address of conference site so I can include on Sally's itinerary.
1,Can you get in touch w/Eldon?
1,Can you get the person that reports to Bob Hall to give me an update on our moves from 30 so that I can get back with Jeff this week?
1,Can you give me a call sometime Tuesday afternoon.
1,Can you give me a call when you have a minute on Tuesday afternoon (after 1pm when trading is done) and I will come by and see you.
1,Can you give me any info that may be made available?
1,Can you have the same constraint language included on the PG&E Topock location for creating the phys forward (fixed price) product?
1,Can you join us?
1,Can you join?
1,Can you make a call to discuss the PG&E strategy on Wednesday?
1,Can you meet me Tuesday morning with all the deals they have with us.
1,Can you please send me your current home address so we can send you an organizer?
1,"Can you send me a copy of Pan Energy's spreadsheet for Sept, also?"
1,Can you talk early Monday AM w/me & Tribolet re: core/noncore analysis for Hertzberg?
1,"Can you, please, join us tomorrow to discuss it."
1,Carlos - Please check with measurement to determine if this volume is correct.
1,"Christy, can we send these documents in word format - I'm not sure if this is a problem for everyone but I can never open these attachments from Braeswell."
1,Come back and let us know you're ok!
1,Could I ask you to try it out and send me some feedback?
1,Could I get an outline of their 2 day course to review in order to make this decision?
1,Could we do our call at noon or 2 pm California time?
1,Could we have a corporate jet available for folks stuck in the A&A PRC? Other?
1,Could we schedule a conference call for Friday or Monday to discuss any questions/issues.
1,Could you come see me when you get a minute.
1,Could you e-mail me your mailing address so I can send off a cheque.
1,Could you give me a call (x6910) and help me out.
1,Could you please provide me and Twanda with the particulars so that we can paper it up?
